date,time,sender,message,source_file
,AM 10:32,선우,우리는 소라게 새로운 둥지를 찾아떠나요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0000.xml
,PM 10:27,선우,뭐야 이거,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0000.xml
,PM 10:27,선우,보임?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0000.xml
,PM 10:27,선우,이건 그냥 막 보내지네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0000.xml
,PM 10:28,선우,말 조심 해야겠다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0000.xml
,PM 10:28,선우,ʕ•ﻌ•ʔฅ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0000.xml
,PM 10:29,선우,오늘은 너무 졸리니까 내일부터 ㄱ ㄱ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0000.xml
,PM 10:29,선우,낼 여러가지 얘기 함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0001.xml
,PM 10:29,선우,해보자고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0001.xml
,PM 10:29,선우,~~,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0001.xml
,PM 10:30,선우,낼 저녁쯤 ㄱ ㄱ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0001.xml
,PM 10:39,선우,잘자~~💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0001.xml
,PM 9:07,선우,요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0002.xml
,PM 9:07,선우,ㅎㅇ ㅋㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0002.xml
,PM 9:07,선우,밥은 먹었니,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0002.xml
,PM 9:08,선우,잠은 잘 잤니,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0002.xml
,PM 9:08,선우,ʕ•ﻌ•ʔฅ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0003.xml
,PM 9:08,선우,잘 떠?이름?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0003.xml
,PM 9:10,선우,프시,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0003.xml
,PM 9:10,선우,프사,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0003.xml
,PM 9:10,선우,바꿀만한 거 없는데...,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0003.xml
,PM 9:10,선우,뭘로하지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0004.xml
,PM 9:10,선우,핀터레스트에 내사진 찾아서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0004.xml
,PM 9:10,선우,걍 해봐야겠다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0004.xml
,PM 9:33,선우,짜잔,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0004.xml
,PM 9:34,선우,나 밥 왔닼,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0004.xml
,PM 9:34,선우,밥만 ㄱㄷ ㄱ ㄷ ㄱㄷ ㄷ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0005.xml
,PM 10:08,선우,잘 먹었다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0005.xml
,PM 10:08,선우,배불러~,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0005.xml
,PM 10:09,선우,닭볶음탕 먹음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0005.xml
,PM 10:10,선우,스키장도 가야하는데!!!!!!!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0005.xml
,PM 10:21,선우,무대서고 싶당 헤헤,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0006.xml
,PM 10:21,선우,가대축 하고 있나 지금?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0006.xml
,PM 10:23,선우,내 25 연말을,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0006.xml
,PM 10:23,선우,무대로 남길 수 없다니,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0006.xml
,PM 10:24,선우,하지만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0006.xml
,PM 10:24,선우,내년에 더 하면 되지 ㅎㅎ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0007.xml
,PM 10:25,선우,올해버다 더 잘하고 더 멋잌ㅅ게 하면 됨,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0007.xml
,PM 10:25,선우,할 수 이떠!!!!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0007.xml
,PM 10:33,선우,데뷔하고 항상 한 번도 빠짐 없이 젤 바빴던 연말이 올해는,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0007.xml
,PM 10:34,선우,안 바쁘니까 가족이랑도 있어보고 레슨도 받아보고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0008.xml
,PM 10:34,선우,내년을 잘 준비 하기위해 마음도 좀 비우고 생각정리도 해보고 하려구,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0008.xml
,PM 10:35,선우,앞으로의 연말이,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0008.xml
,PM 10:35,선우,안 바쁠 일은 없을 테니까!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0008.xml
,PM 10:36,선우,"아이돌 하는 동안의 처음이자 마지막 연말의 여유일 테니까 ㅋ 더비들도 넘 아쉬워 하지말구 내년 같이
달리쟝",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0009.xml
,PM 10:39,선우,연말에 그만큼 안 바쁜 건 안 바쁜 거고 뭐 레슨을 하던 여유를 즐기던 가족을 보던간에,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0009.xml
,PM 10:39,선우,생존해 있는지는 알 수 있게 신경 쓸겤ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0009.xml
,,선우,프롬은 버블보단 자주 오기 도전!!!!!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0009.xml
,PM 10:40,선우,프롬은 버블보단 자주 오기 도전!!!!!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0010.xml
,PM 10:41,선우,버블보다 더 안 오면 사고이긴 한데 그럴 일은 없을 듯,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0010.xml
,PM 10:41,선우,이게 유료라는 걸 망각하지 않겠습니다 누님들,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0010.xml
,PM 10:41,선우,그동안 섭하셨죠,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0010.xml
,PM 10:41,선우,반성합니디,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0010.xml
,PM 10:42,선우,"그래도 연장은 들지
말아주세요",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0011.xml
,PM 10:43,선우,"그래도 기계적으로 오지는 않을 거긴 한데 누가봐도 할 수 있을 때 , 예를들어 숏츠 볼 시간에 프롬 하나 더 보낼 수 있는",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0011.xml
,PM 10:43,선우,그런 아이가 되도록 노력하겠습니다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0011.xml
,PM 10:45,선우,"그래도 무리는 알아서 안하니까 걱정ㅇ
 하지마~^.^! 내가 기계적으로 느껴질때까지 오직 의무만을 가지고 오고 성격이 그러질 못하니까 ㅎㅎ",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0012.xml
,PM 10:45,선우,나도 재밌게 하구 가고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0012.xml
,PM 10:45,선우,떠드는 게 재밌구 얘기하는 게 재밌구,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0012.xml
,PM 10:45,선우,이런 기억만 가지구,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0012.xml
,PM 10:46,선우,있어야 내가 더 잘 온다는 걸 스스로,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0013.xml
,PM 10:46,선우,알고 있음 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0013.xml
,PM 11:18,선우,다음 앨범 언제 나오는 게 베스트라고 생각함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0013.xml
,PM 11:18,선우,내일 . 지금은 제외,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0013.xml
,,선우,어차피 우리 맘대로 안될 테지만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0013.xml
,PM 11:25,선우,어차피 우리 맘대로 안될 테지만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0014.xml
,PM 11:25,선우,오케잌,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0014.xml
,PM 11:32,선우,ʕ•ﻌ•ʔฅ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0014.xml
,PM 11:33,선우,너 뭐라고 저장했냐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0014.xml
,PM 11:33,선우,니 이름 다 보인다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0014.xml
,PM 11:33,선우,위에 뜨는 이름이랑 너가 불릴 애칭이랑,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0015.xml
,PM 11:34,선우,따로 할 수 있는 건가?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0015.xml
,PM 11:58,선우,씻고 왔음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0015.xml
,PM 11:59,선우,나 가사도 쓰고 가사 안 나오면 겜 좀 하다가 자께,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0015.xml
,PM 11:59,선우,얼른 자 ㅎㅎㅎㅎㅎ🫶,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0015.xml
,AM 9:04,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0017.xml
,AM 9:05,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0020.xml
,AM 9:08,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0024.xml
,AM 9:11,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0028.xml
,AM 9:13,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0032.xml
,,선우,play_video,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0035.xml
,AM 9:22,선우,play_video,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0036.xml
,AM 9:29,선우,play_video,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0036.xml
,AM 9:30,선우,play_video,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0037.xml
,,선우,"나 사실 잠을 못 자써 지금까지🥲 갑자기 새벽에 코랑 목이 넘 아프고 오한 때뭄에 주사라도 맞고 하려고 했는데 좀 상태가 힘들어서 오늘 아돌라 넘 기다렸울 텐데 진짜 진짜 너무 미안해...!! 공지 나갈 건데 너무 미안하고 기다렸을 텐데 할 수 있는 게 사진 보내주고 이것 밖에 없어서.,, ㅠ 미안해 ㅜㅜㅜㅠㅠ병원가서 치료 바로 받을 거구 걱정하지말구 아픈 게 뭐가 미안하냐고 할 거 알지만 아파서 월요일 아돌라 기다렸을 더비들한테도 모두한테도 피해준 것 같아서 넘 미안하고 ㅠㅠ 빨리 나을게!! 더비 감기 조심해 ... 밥 잘 먹고 비타민도 챙기고 손도 잘 씻는데 걸려써 밖에 나가지마",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0037.xml
,AM 10:15,선우,"나 사실 잠을 못 자써 지금까지🥲 갑자기 새벽에 코랑 목이 넘 아프고 오한 때뭄에 주사라도 맞고 하려고 했는데 좀 상태가 힘들어서 오늘 아돌라 넘 기다렸울 텐데 진짜 진짜 너무 미안해...!! 공지 나갈 건데 너무 미안하고 기다렸을 텐데 할 수 있는 게 사진 보내주고 이것 밖에 없어서.,, ㅠ 미안해 ㅜㅜㅜㅠㅠ병원가서 치료 바로 받을 거구 걱정하지말구 아픈 게 뭐가 미안하냐고 할 거 알지만 아파서 월요일 아돌라 기다렸을 더비들한테도 모두한테도 피해준 것 같아서 넘 미안하고 ㅠㅠ 빨리 나을게!! 더비 감기 조심해 ... 밥 잘 먹고 비타민도 챙기고 손도 잘 씻는데 걸려써 밖에 나가지마",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0038.xml
,AM 10:19,선우,지금 맹구랑 콧물로 맞장뜰 수 있음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0039.xml
,AM 10:21,선우,그리구 다시한 번 진짜 오늘 기다려준 더비들 너무 미안해 안 아플게..! 사랑해 ㅠ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0039.xml
,AM 12:01,선우,메에에에ㅔㅇ리크리이이이이이이스마아아아앙스💕💕💕💕💕💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0039.xml
,AM 12:01,선우,💕💕💕💕💕💕 나는 감기크리스마스젠장,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0040.xml
,AM 12:01,선우,아푸지말고 남은 올해도 행복하쟈💕💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0040.xml
,AM 12:01,선우,사랑해🫶,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0040.xml
,PM 2:26,선우,새해 복 많이 많이 받고 항상 내 마음속엔 더비들이 일등이야 건강하게 곧 만나자 우리💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0041.xml
,PM 6:49,선우,여,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0041.xml
,PM 6:49,선우,~,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0042.xml
,PM 6:49,선우,오랜만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0042.xml
,PM 6:50,선우,잘 지냈나 ~,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0042.xml
,PM 6:51,선우,몸은 다 나았어~~~~,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0042.xml
,PM 6:51,선우,감기 드릅게 오래가더라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0042.xml
,PM 6:51,선우,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0043.xml
,PM 6:52,선우,오랜만에 스케쥴 한다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0043.xml
,PM 6:52,선우,내일,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0043.xml
,PM 6:55,선우,오늘 갑자기 눈와서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0043.xml
,PM 6:55,선우,깜짝 놀랐네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0043.xml
,PM 6:56,선우,요즘 너무 추워,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0044.xml
,PM 6:58,선우,밥 머거쏘?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0044.xml
,PM 6:58,선우,저메추 ㄱ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0044.xml
,PM 7:01,선우,쭈삼 맛있겠닿,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0044.xml
,,선우,"나 진짜 청국장 못 먹는데 이제
슬슬",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0044.xml
,PM 7:02,선우,"나 진짜 청국장 못 먹는데 이제
슬슬",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0045.xml
,PM 7:02,선우,맛을 알아가는 중,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0045.xml
,PM 7:02,선우,음식 향 때문에 진입장벽이 높았는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0045.xml
,PM 7:03,선우,코막힐 때 먹으니까,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0045.xml
,PM 7:03,선우,맛있더라고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0045.xml
,PM 7:03,선우,맛은 대충 느껴졌으니까,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0046.xml
,PM 7:03,선우,코 뚫린 상태에서 도전해봐야겠다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0046.xml
,PM 7:04,선우,나 ㅇ요즘 밥 먹으면 진짜 참을 수 없이 졸리던데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0046.xml
,PM 7:05,선우,나랑 같은 사람?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0046.xml
,,선우,이거 어케 극복함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0046.xml
,PM 7:05,선우,이거 어케 극복함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0047.xml
,PM 7:05,선우,밥 먹으면 수면제 먹은 것처럼,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0047.xml
,PM 7:05,선우,잠와,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0047.xml
,PM 7:05,선우,혈당 스파이크 때메 그런가 진짜,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0047.xml
,PM 7:06,선우,혈당이 올랐다가 갑자기 내려가면 그런다고 네이버가 알려주긴 하더라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0047.xml
,PM 7:06,선우,밥 먹고 10분 산책하기엔,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0048.xml
,PM 7:06,선우,그 10분안에 얼어죽음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0048.xml
,PM 7:07,선우,애사비가 머야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0048.xml
,PM 7:07,선우,오 사과식초 비슷한 거구나,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0048.xml
,,선우,근데 그냥 알약 같은 건 없음?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0048.xml
,PM 7:07,선우,근데 그냥 알약 같은 건 없음?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0049.xml
,PM 7:08,선우,먹기 편한 거,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0049.xml
,PM 7:08,선우,오 알약도 있고 젤리도 있다구?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0049.xml
,PM 7:08,선우,좋은데?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0049.xml
,PM 7:08,선우,시키고 옴 ㄱㄷ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0049.xml
,PM 7:12,선우,시켰는대,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0050.xml
,PM 7:12,선우,이거,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0050.xml
,PM 7:12,선우,왤케 비싸;,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0050.xml
,PM 7:12,선우,애사비 젤리 시킴,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0050.xml
,PM 7:12,선우,60정 3통,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0050.xml
,PM 7:12,선우,칠만 얼마,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0051.xml
,PM 7:13,선우,내가 먹어보고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0051.xml
,PM 7:13,선우,후기 알려줌,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0051.xml
,PM 7:13,선우,밥 먹고 안 졸린지 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0051.xml
,PM 7:13,선우,내가 겪어볼 테니 그리고 떤민수 ㄱ ㄱ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0051.xml
,PM 7:13,선우,한달 정도 꾸준히,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0052.xml
,PM 7:14,선우,복용 후 리뷰 남길게요~!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0052.xml
,PM 7:14,선우,탄수화물 적게 먹기앤,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0052.xml
,PM 7:14,선우,엔,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0052.xml
,PM 7:14,선우,탄수화물이 맛있는 걸 .. ㅜㅠ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0052.xml
,PM 7:15,선우,밀가루 탄수화물 안 먹으면 넘 좋겠지만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0053.xml
,PM 7:15,선우,그럼 먹을게 없잖아,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0053.xml
,PM 7:15,선우,물만 마셔?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0053.xml
,PM 7:16,선우,밀가루와 탄수화물을 맘 껏 먹어도,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0053.xml
,PM 7:16,선우,"건강해지는 약이
생겼으면 조켓당",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0054.xml
,PM 7:16,선우,헤헤,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0054.xml
,PM 7:17,선우,이과 화이팅!💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0054.xml
,PM 7:18,선우,문과는 세상을 아름답게 이과는 세상을 이롭게 예체능은 세상을 다채롭게,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0054.xml
,,선우,각자의 역할을 열심히 해보자,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0054.xml
,PM 7:18,선우,각자의 역할을 열심히 해보자,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0055.xml
,PM 7:18,선우,ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0055.xml
,PM 7:21,선우,공평하게 문과도 화이팅 하라고?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0055.xml
,PM 7:21,선우,그래,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0055.xml
,PM 7:22,선우,문과 화이팅💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0055.xml
,PM 7:22,선우,예체능 화이팅💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0056.xml
,PM 7:22,선우,아무 것도 해당 안된다고 해도 화이팅💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0056.xml
,PM 7:23,선우,26살 실화냐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0056.xml
,PM 7:23,선우,점점 무섭다 시간이,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0056.xml
,PM 7:23,선우,더보이즈만 햤는데 벌써 26이야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0056.xml
,PM 7:23,선우,교복입고 댕길 때 더보이즈 했는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0057.xml
,PM 7:24,선우,군복 입을 때까지 더보이즈라니,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0057.xml
,PM 7:24,선우,내 삶이네 이젠,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0057.xml
,PM 7:25,선우,생각할 수록 26살 신기해,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0057.xml
,PM 7:26,선우,06년생이 이젠 성인이라니,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0058.xml
,PM 7:26,선우,거짓말 치지마!!!!!!!!!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0058.xml
,PM 7:27,선우,꼰대 젤 싫어하는데 점점 시간 조금씩 지날 수록,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0058.xml
,PM 7:27,선우,그게 나야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0058.xml
,PM 7:27,선우,뚜밥 두밥 두비두밥,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0058.xml
,PM 7:29,선우,하난 너야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0059.xml
,PM 7:29,선우,뚜밥두밥 드비두밥,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0059.xml
,PM 7:29,선우,젊꼰이라는 걸 느끼는 순간은,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0059.xml
,PM 7:29,선우,내 앞가림이나 잘하면 되는데 자꾸 나보다 어린 친구들에게 조언을 해주고 싶은 병이 생김,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0059.xml
,PM 7:30,선우,"내가 조금이라도 겪었던 걸 안 겪게 해주고픈 마음이랄까,,,",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0060.xml
,PM 7:30,선우,"내게 조언을 남긴 수많은 어른들의 마음을 이제야 헤아려요,,",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0060.xml
,PM 7:30,선우,하지만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0060.xml
,PM 7:31,선우,나처럼 본인이 겪기 전까진,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0060.xml
,PM 7:31,선우,ʕ•ﻌ•ʔฅ말이 귓등으로도 안 들릴 걸 알지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0061.xml
,PM 7:31,선우,엥 애칭 잘 못 나감,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0061.xml
,PM 7:31,선우,니 말이 귓등으로도 안들린다는 게 아니야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0061.xml
,PM 7:31,선우,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0061.xml
,PM 7:31,선우,전송버튼 꾹 누르면 애칭 발사된단 말야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0062.xml
,PM 7:31,선우,방금 실수임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0062.xml
,PM 7:32,선우,꾸욱 누르면 애칭이 뿅하고 발사됨,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0062.xml
,PM 7:32,선우,ʕ•ﻌ•ʔฅ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0062.xml
